"Otu00001"	"Otu00002"	"Otu00003"	"Otu00004"	"Otu00005"	"Otu00006"	"Otu00008"	"Otu00009"	"Otu00010"	"Otu00011"	"Otu00012"	"Otu00013"	"Otu00014"	"Otu00015"	"Otu00017"	"Otu00018"	"Otu00020"	"Otu00021"	"Otu00022"	"Otu00025"	"Otu00026"	"Otu00027"	"Otu00028"	"Otu00029"	"Otu00030"	"Otu00033"	"Otu00034"	"Otu00035"	"Otu00036"	"Otu00037"	"Otu00038"	"Otu00039"	"Otu00040"	"Otu00042"	"Otu00043"	"Otu00044"	"Otu00045"	"Otu00047"	"Otu00048"	"Otu00050"	"Otu00051"	"Otu00052"	"Otu00053"	"Otu00055"	"Otu00056"	"Otu00058"	"Otu00059"	"Otu00060"	"Otu00061"	"Otu00064"	"Otu00066"	"Otu00069"	"Otu00071"	"Otu00073"	"Otu00074"	"Otu00075"	"Otu00078"	"Otu00081"	"Otu00086"	"Otu00090"	"Otu00094"	"Otu00095"	"Otu00098"	"Otu00099"	"Otu00102"	"Otu00104"	"Otu00108"	"Otu00109"	"Otu00111"	"Otu00112"	"Otu00114"	"Otu00117"	"Otu00119"	"Otu00120"	"Otu00124"	"Otu00125"	"Otu00126"	"Otu00128"	"Otu00129"	"Otu00132"	"Otu00137"	"Otu00138"	"Otu00139"	"Otu00140"	"Otu00141"	"Otu00142"	"Otu00144"	"Otu00145"	"Otu00147"	"Otu00148"	"Otu00154"	"Otu00155"	"Otu00156"	"Otu00157"	"Otu00158"	"Otu00160"	"Otu00164"	"Otu00166"	"Otu00168"	"Otu00169"	"Otu00171"	"Otu00176"	"Otu00177"	"Otu00178"	"Otu00179"	"Otu00181"	"Otu00184"	"Otu00187"	"Otu00189"	"Otu00190"	"Otu00191"	"Otu00197"	"Otu00200"	"Otu00201"	"Otu00202"	"Otu00204"	"Otu00205"	"Otu00206"	"Otu00208"	"Otu00210"	"Otu00211"	"Otu00217"	"Otu00218"	"Otu00220"	"Otu00223"	"Otu00224"	"Otu00232"	"Otu00233"	"Otu00236"	"Otu00241"	"Otu00245"	"Otu00246"	"Otu00253"	"Otu00256"	"Otu00259"	"Otu00260"	"Otu00262"	"Otu00263"	"Otu00265"	"Otu00266"	"Otu00267"	"Otu00268"	"Otu00269"	"Otu00271"	"Otu00274"	"Otu00279"	"Otu00281"	"Otu00285"	"Otu00286"	"Otu00287"	"Otu00289"	"Otu00293"	"Otu00294"	"Otu00298"	"Otu00303"	"Otu00305"	"Otu00309"	"Otu00318"	"Otu00320"	"Otu00321"	"Otu00326"	"Otu00329"	"Otu00330"	"Otu00333"	"Otu00334"	"Otu00340"	"Otu00341"	"Otu00342"	"Otu00345"	"Otu00349"	"Otu00352"	"Otu00354"	"Otu00355"	"Otu00361"	"Otu00363"	"Otu00364"	"Otu00365"	"Otu00366"	"Otu00369"	"Otu00373"	"Otu00374"	"Otu00377"	"Otu00378"	"Otu00390"	"Otu00394"	"Otu00402"	"Otu00405"	"Otu00411"	"Otu00416"	"Otu00426"	"Otu00434"
"BIO1_2_An"	0.0425040902436924	0.0334108326875054	0.0112460173942995	0.0393524498406958	0.231137518298459	0.282700421940928	0.160888659261173	0.0505640230775855	0.00733660552828726	0.00261775596314475	0.0056488418152071	0.00158443124085077	0.000413329888917592	0.0304314130715577	0.00172220787048997	0.000378885731507793	0.00265220012055455	0.0157409799362783	0	0.000482218203737191	0.0621717041246879	0	0	0	0	0.000378885731507793	0.000688883148195987	0	0.000413329888917592	0	0	0	0	0	0	0	0	0.000361663652802893	0	0	0	0	0	0	0	0	0	0.00130887798157238	0	0	0	0	0	0	0	0.00108499095840868	0	0	0	0.000688883148195987	0.000619994833376389	0.00327219495393094	0	0	0	0	0	0.000619994833376389	0	0	0.000929992250064583	0	0	0	0	0	0	0	0	0	0.000361663652802893	0	0.00136054421768707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00055110651855679	0	0	0	0.000723327305605787	0	0	0	0.00172220787048997	0	0	0	0	0	0	0	0	0	0.000619994833376389	0	0	0	0	0	0	0	0	0.000482218203737191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000396107810212693	0	0	0.000430551967622492	0	0	0	0	0	0	0	0	0	0
"BIO1_3_An"	0.0452759588400374	0.00704708450265045	0.00561272217025257	0.0260056127221703	0.298659183037106	0.204427814156533	0.159650763953851	0.0335516058621765	0.00604926722793888	0.00305581540380418	0.0432179607109448	0	0	0.0281883380106018	0	0	0.00692235734331151	0.0137199875272841	0	0.0119114437168693	0.0908013719987527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0109759900218273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00249454318677892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00243217960710945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BIO1_4_An"	0.00754716981132075	0.00569737328893822	0.0160315698606487	0.0282648908620052	0.131483536810951	0.287828338882723	0.228585522259218	0.0546306572943643	0.0352201257861635	0.000986558145270687	0.0104081884326057	0	0	0.0522875816993464	0	0	0.00303366629670736	0.0307066222715501	0.00369959304476508	0.000616598840794179	0.0823529411764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00155382907880133	0.00221975582685905	0	0	0	0.00226908373412258	0	0.00493279072635343	0	0	0	0	0	0.00096189419163892	0	0	0.00123319768158836	0	0	0	0	0	0	0	0	0	0	0	0.0031569860648662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000739918608953015	0	0	0	0.00115920582069306	0	0	0	0.00239240350228142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BIO1_5_An"	0.00977361124962601	0.0035404408098135	0.010072803430737	0.00792859279944151	0.117831853994216	0.494913732921113	0.111648548917922	0.00478707489777601	0.0046374788072205	0.001396230178518	0.003490575446295	0	0	0.0524084970579436	0.0012466340879625	0	0.0034407100827765	0.0201954722249925	0	0	0.141916824573651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00398922908148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045377480801835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022439413583325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BIO2_1_An"	0.0852130325814536	0.243862668719993	0.00557115680768186	0.0460639550683939	0.241341305069904	0.0278859800102666	0.0927922215176495	0.0038952803695987	0.0273726484886916	0.00104176102907872	0.064528791859166	0	0.00102666304315004	0.0368843796237582	0.000603919437147085	0	0.0761542410242474	0.00415194613038621	0.000498233535646345	0.000362351662288251	0.00854546003563125	0.000483135549717668	0	0	0.00057372346528973	0	0	0.000649213394933116	0	0	0	0	0	0	0	0	0	0.00452939577860313	0	0	0	0	0	0.000936075127577981	0	0	0	0.00146450463508168	0	0	0	0	0	0	0	0.000332155690430897	0	0	0	0.000830389226077241	0.0191895401153486	0.000483135549717668	0	0.0015852885225111	0	0	0	0	0	0	0	0.000452939577860313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000377449648216928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000317057704502219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BIO2_2_An"	0.092364018632302	0.0425389230239429	0.0156779584216918	0.0328240262447212	0.232450655211788	0.0938321280336396	0.0589781233574393	0.0068693020136661	0.141681619632791	0.00342558860312109	0.0853497181592446	0.0052380693455132	0.00233810015768582	0.0106211371504178	0.00666992913200297	0.00357058706251246	0.0368114838779838	0.0751817011944248	0.00382433436644736	0.000724992296956845	0.0136479799902126	0.0026643466913164	0.00048936980044587	0.00804741449622098	0.000688742682109003	0.00195747920178348	0	0	0	0	0	0.000380620955902344	0	0.000598118644989397	0	0.000706867489532924	0.000924365178619977	0.00101498921573958	0	0	0	0	0	0.00212060246859877	0	0	0	0	0	0	0	0.000525619415293712	0	0	0	0	0.00065249306726116	0	0.005745563953383	0.000978739600891741	0.00657930509488337	0.000525619415293712	0	0.000380620955902344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000398745763326265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BIO2_3_An"	0.0522038801906059	0.0242086453369639	0.00519060585432267	0.0241873723621511	0.361661844792376	0.0298034377127297	0.0841346153846154	0.00440350578624915	0.111917120490129	0.00151038121170865	0.0955582028590878	0.000595643294758339	0.0107641252552757	0.0234002722940776	0.00068073519400953	0	0.0797098366235534	0.0652654867256637	0	0.000723281143635126	0.0108917631041525	0	0.000808373042886317	0	0	0.000510551395507148	0	0	0	0	0.000765827093260722	0	0	0	0	0	0	0.00142528931245745	0	0	0	0	0	0.000553097345132743	0	0	0	0.00310585432266848	0	0	0	0	0	0	0	0	0	0	0	0.000510551395507148	0.00550970047651464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BIO2_4_An"	0.0697631441155635	0.0715341731604398	0.0175562879231219	0.0306465026026427	0.274925308775064	0.0506822311885915	0.0790032956540487	0.00460467551667847	0.146333199864478	0.000970215911540949	0.070687159269412	0.000492808082052546	0.00323405303846983	0.00669910986540179	0.00144762374102935	0	0.066344288046324	0.0760618474142976	0	0.00104721717436166	0.00908614901284381	0	0	0	0.00118581944743894	0	0	0	0	0.00232543813718545	0.00100101641666923	0	0	0	0	0	0	0	0	0	0	0	0	0.000400406566667693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121661995256722	0.0114423876551575	0.000400406566667693	0	0.000385006314103551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00052360858718083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BIO2_5_An"	0.0293393639802269	0.0362038945704165	0.0138891668501211	0.0221746352592711	0.264414513578962	0.104729121220005	0.10869173654612	0.0331819000540357	0.0624011847819561	0.00374247003021994	0.0778313687033442	0	0.00150099065383153	0.0244761542618128	0.000440290591790582	0	0.05265475213641	0.12126003162087	0.0139692196849921	0.00132087177537175	0.01478976124242	0	0	0	0	0	0	0.000480317009226089	0	0	0	0	0	0	0	0.00174114915844457	0	0.000940620809734425	0	0	0.000420277383072828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000560369844097104	0.0070046230512138	0.000780515139992395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00054035663537935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000520343426661597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BIO3_1_An"	0.209443742330165	0.245214938549737	0.0120885762954008	0.0807187208088356	0.00705166950565049	0.134860889792479	0.00631902851805044	0.219206183489935	0.00553143945638039	0.00452405809843032	0.0120153121966408	0.00175833837024012	0.00685019323406048	0.00970749308570068	0.00351667674048025	0.000384636518490027	0	0.000641060864150045	0	0.000476216641940033	0.0013920178764401	0	0	0	0	0	0.00100738135795007	0	0	0	0	0	0.000970749308570068	0	0.00840705533271059	0	0	0	0.00157517812334011	0	0	0	0	0	0.0100554975548107	0	0	0.00379141711083027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131875377768009	0	0	0	0	0.00355330878986025	0	0	0	0.00177665439493012	0	0	0	0	0	0	0.000439584592560031	0	0	0	0	0	0	0.000897485209810063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000677692913530047	0	0	0	0	0	0	0	0	0.000989065333260069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000622744839460044	0	0	0.000604428814770042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00111727750609008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000494532666630035	0	0	0	0	0	0
"BIO3_2_An"	0.101663228468283	0.160520887055183	0.00393243940175348	0.0861913357400722	0.00825167612171222	0.298865394533265	0.00148272305312016	0.0475116039195462	0.00315884476534296	0.00741361526560083	0.0172124806601341	0	0.00760701392470346	0.00373904074265085	0.00232078390923156	0	0.00296544610624033	0	0	0.0126998452810727	0.00425477050025787	0	0	0	0	0	0	0	0	0	0	0.00464156781846313	0	0	0.0468024755028365	0	0	0	0.00199845281072718	0	0	0	0	0	0.176766374419804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BIO3_3_An"	0.141904197196222	0.262653000720003	0.0115835839227479	0.0852780483672864	0.00741179958493922	0.146478336368642	0.00677650247765872	0.256067087374529	0.0115200542120198	0.00300707297446106	0.00328236838761594	0	0.00271060099106349	0.0134894752445894	0.00112235822286223	0	0.000444707975096353	0.000614120537037821	0.00285883698276227	0	0.00101647537164881	0	0	0	0	0	0.000825886239464656	0	0	0	0	0	0.000889415950192707	0	0.00993181144381856	0	0	0	0.00122824107407564	0	0	0.000444707975096353	0.000868239379950023	0	0.0137647706577443	0	0	0.00144000677650248	0	0	0	0	0	0	0.00131294735504638	0	0	0	0	0	0	0	0.000465884545339037	0	0	0	0	0.0041082546270806	0	0	0	0.000571767396552454	0	0	0	0	0	0	0.00105882851213417	0	0	0	0	0	0	0.000465884545339037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127059421456101	0	0	0	0	0	0	0	0	0	0.00048706111558172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000444707975096353	0	0	0	0	0	0	0	0	0	0	0	0	0.000635297107280505	0	0	0.000465884545339037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000444707975096353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000656473677523188	0	0
"BIO3_4_An"	0.224946912179655	0.109288186869128	0.0140791808476598	0.058731128370713	0.00788317770602438	0.211914943130581	0.00418884719434506	0.31113826104663	0.00442156092736423	0.00477063152689298	0.00427611484422724	0.00127992553160543	0.00302527852924921	0.0038688658114437	0.00392704424469849	0	0.000785408848939698	0	0	0.00148355004799721	0	0.00127992553160543	0.00162899613113419	0	0.000669051982430113	0	0	0	0	0	0	0.000698141199057509	0.00127992553160543	0	0.0111411699682928	0	0	0	0.00162899613113419	0	0	0	0	0	0.00863949733833668	0	0	0.000785408848939698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00223986968030951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BIO3_5_An"	0.17139845194085	0.264267560073937	0.012895679297597	0.0235963493530499	0.00854898336414048	0.154257162661738	0.00223833179297597	0.23986252310536	0.0252859288354898	0.00677275878003697	0.00150184842883549	0.00374018022181146	0.00350912661737523	0.00502541589648799	0.00542975970425139	0.00268599815157116	0.000736483364140481	0.00108306377079482	0.00345136321626617	0.000548752310536044	0.000519870609981516	0.00187731053604436	0.000389902957486137	0.00593518946395564	0.000693160813308688	0.0014152033271719	0	0	0	0	0	0.000765365064695009	0.00128523567467652	0.000418784658040665	0.00785582255083179	0.000418784658040665	0.000722042513863216	0	0.00183398798521257	0	0	0	0.000418784658040665	0	0.0240151340110906	0.000361021256931608	0	0.000519870609981516	0	0	0	0.000346580406654344	0	0	0	0	0.000693160813308688	0	0.0038845887245841	0	0	0	0	0	0	0	0	0.00310478280961183	0	0	0	0	0.000346580406654344	0	0	0	0	0	0.000649838262476895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000909773567467653	0	0	0	0.000317698706099815	0	0.000332139556377079	0	0	0	0.000404343807763401	0	0	0	0	0	0	0.000823128465804067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00043322550831793	0	0	0	0.000476548059149723	0	0	0	0	0	0	0	0	0.000346580406654344	0	0	0.000317698706099815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000332139556377079	0	0
"BIO4_1_An"	0.421626394525479	0.227250343855598	0.00956003464026761	0.0913552155677438	0.0132448082049889	0.0315498123652171	0.00315837734118966	0.0201558812042587	0.00205464332410725	0.0161654582194223	0.00426211135827206	0.000662240410249444	0.0119542884311694	0.00840535905316602	0.00310743577117047	0	0.000679220933589173	0.0215652646414562	0	0.000594318316890527	0.000475454653512421	0	0.000560357270211068	0	0	0	0	0	0	0	0.000781104073627549	0.00050941570019188	0.0293763053777317	0	0.00446587763834881	0	0	0.000390552036813775	0.02195581667827	0	0	0	0.000458474130172692	0	0.00465266339508584	0	0	0.0089147747533579	0	0.000815065120307008	0	0	0	0	0	0	0	0	0	0	0	0	0.00628279363569985	0	0	0	0.0064865599157766	0.000577337793550797	0	0	0	0.00361685147136235	0	0	0	0	0	0	0.00370175408806099	0	0	0	0	0	0	0.00249613693094021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00300555263113209	0.00657146253247525	0	0	0	0	0	0	0	0	0	0.0012735392504797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00123957820380024	0	0	0	0	0	0	0	0	0.00198672123074833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000679220933589173	0	0	0	0	0.00137542239051808	0	0
"BIO4_2_An"	0.242962062942753	0.394363141279467	0.0072033760400959	0.016500504453292	0.088946506254136	0.124496902765272	0.00290738671497847	0.0237038804933879	0.00289653825708676	0.0155458401588214	0.00177914709424055	0.00413326245674177	0.00366677876739821	0.00901506850801159	0.00775664739257315	0.000824482799770013	0.000292908363076189	0.00201781316785819	0	0.000661755931394352	0.000347150652534742	0.000282059905184478	0	0.000455635231451849	0.000455635231451849	0.00303756820967899	0	0.000227817615725925	0	0	0.000249514531509346	0.000694301305069484	0.0045672007724102	0	0.001724904804782	0	0	0	0.00471907918289415	0	0.000260362989401057	0	0.00289653825708676	0.00168151097321516	0.00442617081981796	0	0	0.00701895225593682	0	0.000227817615725925	0	0	0	0	0	0	0	0	0	0	0	0	0.00248429685720175	0	0	0	0.00062921055771922	0.000737695136636327	0	0	0.000303756820967899	0.00429598932511743	0.000488180605126981	0	0	0	0	0	0.000520725978802113	0	0	0	0	0	0	0.000292908363076189	0	0	0	0	0.00061836209982751	0	0	0	0	0	0	0	0	0	0	0.00105230041549594	0.000412241399885006	0	0	0	0	0	0	0	0	0	0.000770240510311459	0	0	0	0	0	0	0	0	0.00168151097321516	0	0	0	0.000292908363076189	0	0	0.000227817615725925	0	0.00117163345230475	0	0	0	0	0	0	0	0	0	0.000336302194643031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000303756820967899	0	0	0	0	0	0	0	0.000433938315668428	0	0	0	0	0	0	0	0	0	0	0	0	0
"BIO4_3_An"	0.356048591468698	0.278861403135883	0.0204862416820627	0.0362147049686902	0.0192109608750388	0.0446675277537073	0.00438173405490247	0.0374409365139055	0.00259961087585632	0.0135539460131125	0.00905776368065661	0.00204371924202541	0.0109052858754476	0.0167257982767359	0.00969540408416853	0.0014878276081945	0	0.00495397544266959	0	0.000719389173192943	0.000915586220427383	0.00065399015744813	0.000343344832660268	0.00161862563968412	0.000670339911384334	0	0.000457793110213691	0	0	0	0	0	0.0354789660415611	0	0.00505207396628681	0	0	0.000441443356277488	0.0284322220950575	0	0	0	0.000441443356277488	0	0.00461063061000932	0	0	0.00886156663342217	0	0.000408743848405082	0	0	0	0	0	0	0	0	0	0	0	0	0.00546081781469189	0	0	0	0.00681784739139676	0.000833837450746366	0.000850187204682569	0	0.000768438435001553	0.00497032519660579	0.000441443356277488	0	0	0	0	0	0.0035151970962837	0	0	0	0	0	0	0.000866536958618773	0	0	0	0	0	0	0	0	0	0	0.000425093602341285	0	0	0	0	0.00418553700766803	0.00706309370043981	0	0	0	0	0	0	0	0	0	0.00117718228340663	0	0	0	0	0	0	0	0	0.000621290649575724	0	0	0	0	0	0	0.00134067982276867	0	0	0	0	0	0	0	0	0.000915586220427383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000343344832660268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000523192125958504	0	0	0	0	0.00143877834638589	0	0
"BIO4_4_An"	0.139252699225096	0.268384202883966	0.0506778613223687	0.101585749816697	0.0179133660163607	0.163132395014161	0.00224276492660696	0.0940667366332648	0.00490245410239084	0.0103943528329284	0.00369481144960248	0	0.0030909901232083	0.00852538206075593	0.00899981310292278	0	0	0.000977615480828673	0.00908607329240767	0.00107825236856104	0.00218525813361703	0	0	0	0	0	0	0	0	0	0	0	0.0432738617249163	0	0.00182584067743002	0.000776341705363946	0	0	0.0256192762770102	0	0	0	0.000991992179076153	0	0.00409735900053194	0	0	0.0102218324539586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207024454763719	0	0	0.000934485386086231	0.00188334747041994	0.00133703293701569	0	0	0.000330664059692051	0.00373794154434493	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188334747041994	0	0.000402547550929454	0	0	0	0	0	0	0	0	0.00087697859309631	0	0	0	0	0.00313412021795075	0	0	0	0	0	0	0	0	0	0	0.000330664059692051	0	0	0	0	0	0	0	0	0.00201273775464727	0	0	0	0	0	0	0.000790718403611427	0	0	0	0	0	0	0	0	0.00189772416866742	0	0	0	0	0	0.000460054343919375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000920108687838751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BIO4_5_An"	0.0792925139727097	0.480006132660599	0.0121956318731097	0.0400295482737954	0.109467991693032	0.105760519603607	0.0013380350397926	0.0645880663999888	0.00565877318912289	0.016251550587481	0.00335902546447935	0.001477413689771	0.00705255968890685	0.0137984863478612	0.00485037701924819	0.00143560009477748	0.00177010885472563	0.0108297211033214	0	0.00570058678411641	0	0.00131015930979693	0	0.000655079654898463	0	0.00037632235494167	0.00036238448994383	0	0	0	0	0.000599328194907104	0.00366565849443182	0	0.00287120018955496	0	0	0	0.00485037701924819	0	0	0	0.00122653211980989	0	0.00415348376935621	0.000292695164954632	0	0.0045716197192914	0.000320570894950312	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00075264470988334	0	0	0.000306633029952472	0	0.00103140200984013	0	0	0.00101746414484229	0.00273182153957657	0	0	0	0	0	0	0.00037632235494167	0	0	0	0.000306633029952472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000919899089857416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007387068448855	0	0	0	0	0	0	0	0	0.000905961224859576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037632235494167	0	0	0	0	0	0	0	0.000418135949935189	0	0	0	0	0	0	0	0	0	0	0	0	0
